,episode,speaker,speech,word_count
1286,ep_5,TYRION," If I have failed you, my queen, forgive me. Our intentions were good. We wanted what you want. A better world, all of us. Varys as much as anyone.",29
1287,ep_5,TYRION, But it doesn't matter now.,5
1288,ep_5,DAENERYS, No. It doesn't matter now.,5
1290,ep_5,TYRION, It was me.,3
1291,ep_5,VARYS," (Nods.) I hope I deserve this. Truly, I do. I hope I'm wrong. Goodbye, old friend.",16
1292,ep_5,DAENERYS," Lord Varys. I, Daenerys of House Targaryen, First of My Name, Breaker of Chains and Mother of Dragons ...",19
1293,ep_5,DAENERYS, ... sentence you to die. Dracarys.,6
1295,ep_5,DAENERYS, This was all she brought with her when we crossed the Narrow Sea. Her only possession.,16
1296,ep_5,DAENERYS," (in Valyrian) It's all right, Torgo Nudo. Let me speak with him.",12
1297,ep_5,DAENERYS, What did I say would happen if you told your sister?,11
1298,ep_5,JON," I don't want it, and that's what I told him.",10
1299,ep_5,DAENERYS, She betrayed your trust. She killed Varys as much as I did. This was a victory for her. Now she knows what happens when people hear the truth about you. Far more people in Westeros love you than love me. I don't have love here. I only have fear.,49
1300,ep_5,JON, I love you. And you will always be my queen.,10
1301,ep_5,DAENERYS, Is that all I am to you? Your queen?,9
1302,ep_5,DAENERYS," All right, then.",3
1303,ep_5,DAENERYS, Let it be fear.,4
1305,ep_5,TYRION," The people who live there, they're not your enemies. They're innocents, like the ones you liberated in Meereen.",18
1306,ep_5,DAENERYS," In Meereen, the slaves turned on the masters and liberated the city themselves the moment I arrived.",17
1307,ep_5,TYRION, They're afraid. Anyone who resists Cersei will see his family butchered. You can't expect them to be heroes. They're hostages.,20
1308,ep_5,DAENERYS, They are. In a tyrant's grip. Whose fault is that? Mine?,11
1309,ep_5,TYRION, What does it matter whose fault it is? Thousands of children will die if the city burns.,17
1310,ep_5,DAENERYS, Your sister knows how to use her enemies' weaknesses against them. That's what she thinks our mercy IS,18
1311,ep_5,TYRION," I beg you, my queen--",5
1312,ep_5,DAENERYS, But she's wrong. Mercy is our strength. Our mercy towards future generations who will never again be held hostage by a tyrant.,22
1313,ep_5,DAENERYS, (to GREY WORM) Ready the Unsullied. Tonight you sail for King's Landing - to join the Northern armies.,18
1314,ep_5,TYRION," Cersei's followers will abandon her if they know the war is lost. Give them that chance. If the city surrenders, they will ring the bells and raise the gates. Please, if you hear them ringing the bells, call off the attack.",41
1315,ep_5,DAENERYS, Wait for me outside the city. You'll know when it's time.,11
1316,ep_5,DAENERYS, Your brother was stopped trying to get past our lines.,10
1317,ep_5,DAENERYS, It seems he hasn't abandoned your sister after all. The next time you fail me will be the last time you fail me.,23
1320,ep_5,DAVOS, The rearguard should be here by daybreak.,7
1321,ep_5,TYRION, She wants to attack now.,5
1322,ep_5,JON, Daybreak at the earliest.,4
1323,ep_5,TYRION," Davos. I need to ask you a favor. You're the greatest smuggler alive, aren't you?",15
1324,ep_5,DAVOS," I'm not gonna like this favor, am I?",8
1326,ep_5,ARYA, I'm Arya Stark. I'm going to kill Queen Cersei.,9
1327,ep_5,SANDOR," Think about it. She kills Cersei, the war's over. There won't be a siege. You might not even die tomorrow.",20
1328,ep_5,SANDOR," Go ahead, talk to him.",5
1329,ep_5,TYRION, (speaking Valyrian) I drink to eat the skull keeper.,9
1330,ep_5,TYRION, (speaking Valyrian) I want to eat the skull keeper.,9
1331,ep_5,TYRION, (struggling to speak Valyrian) I want to see the ...,10
1332,ep_5,UNSULLIED, We speak the common tongue.,5
1333,ep_5,TYRION, Ah. Good. I want to be alone with the prisoner. Get some rest. Tomorrow will be a long day.,19
1334,ep_5,UNSULLIED, We have orders to guard the prisoner.,7
1335,ep_5,TYRION, Ordered by whom? The queen herself?,6
1336,ep_5,UNSULLIED, No.,1
1337,ep_5,TYRION," Well, in that case, as Hand of the Queen, I outrank whomever gave your order. Probably by quite a lot.",20
1338,ep_5,TYRION, How did they find you?,5
1339,ep_5,TYRION, Did you consider taking it off?,6
1340,ep_5,JAIME," Cersei once called me ""the stupidest Lannister.""",7
1341,ep_5,TYRION," And you're going back to her, to die with her.",10
1342,ep_5,JAIME, You've underestimated her before.,4
1343,ep_5,TYRION, She's going to die. Unless you can convince her to change her course of action.,15
1344,ep_5,JAIME, Difficult to do from here.,5
1345,ep_5,JAIME, When have I ever been able to convince Cersei of anything?,11
1346,ep_5,TYRION," Try. If not for yourself, if not for her, then for every one of the million people in that city, innocent or otherwise.",23
1347,ep_5,JAIME," To be honest, I never really cared much for them. Innocent or otherwise.",13
1348,ep_5,TYRION, You do care for one innocent. I know you do. And so does Cersei. She has a reason now.,19
1349,ep_5,JAIME," The child is the reason she'll never give an inch. All the worst things she's ever done, she's done for her children. It's not impossible that she'll win.",28
1350,ep_5,TYRION," She won't. Her enemy's forces have been depleted, as she said they would be.",14
1351,ep_5,JAIME, Two of the three dragons are dead. She's evened the odds.,11
1352,ep_5,TYRION, The city will fall tomorrow.,5
1353,ep_5,JAIME," She has the Lannister army, she has the Golden Company--",10
1354,ep_5,TYRION, I defended the city last time it was attacked. I know it better than anyone. It will fall tomorrow.,19
1355,ep_5,JAIME," Then I suppose I'll die tomorrow, if not before.",9
1356,ep_5,TYRION, Why?,1
1357,ep_5,TYRION," Escape. The two of you, together. Remember where we met, where they keep the dragon skulls, beneath the Red Keep? Take her down there. Keep following the stairways down, down as far as they'll go. You'll come out onto a beach at the foot of the keep. A dinghy will be waiting for you. Sail out of the bay. If the winds are kind, you'll make it to Pentos. Start a new life.",73
1358,ep_5,JAIME, Sail right past the Iron Fleet and into a new life? Sounds a lot less likely than Cersei winning this war--,21
1359,ep_5,TYRION," There won't be an Iron Fleet for much longer. Do it. If you don't, you'll never see Cersei again.",19
1360,ep_5,TYRION, Swear to me.,3
1361,ep_5,JAIME, You have my word.,4
1362,ep_5,TYRION," If it works, give the order to ring all the bells in King's Landing and open the gates. That will be our signal that the city has surrendered.",28
1363,ep_5,JAIME, I'll try.,2
1364,ep_5,TYRION," I never thought I'd get to repay the favor. Remember, ring the bells and open the gates.",17
1365,ep_5,JAIME, Your queen will execute you for this.,7
1366,ep_5,TYRION," If Daenerys can make it to the throne without wading through a river of blood, maybe she'll show mercy to the person who made that possible.",26
1367,ep_5,TYRION," Tens of thousands of innocent lives one not particularly innocent dwarf it seems like a fair trade. If it weren't for you, I never would've survived my childhood.",28
1368,ep_5,JAIME, You would have.,3
1369,ep_5,TYRION, You were the only one who didn't treat me like a monster. You were all I had.,17
1371,ep_5,MAN, Come on!,2
1372,ep_5,WOMAN, This way! Come on!,4
1373,ep_5,WOMAN, No!,1
1374,ep_5,MAN," In, now. And you, come on.",6
1375,ep_5,FATHER, My son!,2
1376,ep_5,WOMAN, Come on!,2
1377,ep_5,FATHER, Hold your mother's hand!,4
1378,ep_5,TYRION," If you hear the bells ring, they've surrendered. Call off your men.",12
1379,ep_5,SANDOR, Move.,1
1380,ep_5,MAN, Hold on.,2
1381,ep_5,WOMAN, Hold my hand.,3
1382,ep_5,NORA, Get behind there.,3
1383,ep_5,NORA, No.,1
1384,ep_5,VICKY, No. Mommy.,2
1385,ep_5,NORA, Vicky! Please!,2
1386,ep_5,VICKY," No, please, sir!",3
1387,ep_5,NORA," Look, try that one. Go. Go.",6
1388,ep_5,WOMAN, Open!,1
1389,ep_5,WOMAN, Open the gate! Soldier! Soldier!,5
1390,ep_5,JAIME, Soldier!,1
1391,ep_5,SOLDIER, Turn!,1
1392,ep_5,EURON, Turn it around! - Turn it around!,7
1393,ep_5,EURON, Get back! Back!,3
1394,ep_5,EURON, Fire!,1
1395,ep_5,QYBURN, Your Grace.,2
1396,ep_5,CERSEI, All we need is one good shot.,7
1397,ep_5,QYBURN," The scorpions have all been destroyed, Your Grace.",8
1398,ep_5,CERSEI, The Iron Fleet hold Blackwater Bay. Euron killed one of her dragons. He can kill another.,16
1399,ep_5,QYBURN," Your Grace, the Iron Fleet is burning. The gates have been breached. The Golden Company--",15
1400,ep_5,CERSEI, Our men will fight harder than sellswords ever could. They will defend their queen to the last man.,18
1401,ep_5,QYBURN," Yes, Your Grace.",3
1402,ep_5,CERSEI, The Red Keep has never fallen. It won't fall today.,10
1403,ep_5,JON," Move, move!",2
1404,ep_5,MAN, Run. Run! Come on!,4
1405,ep_5,WOMAN, Ring the bells!,3
1406,ep_5,WOMAN, Ring the bells!,3
1407,ep_5,WOMAN, Tell the queen to ring the bells.,7
1408,ep_5,WOMAN, This way.,2
1409,ep_5,SOLDIER, Ring the bell!,3
1410,ep_5,WOMAN, Ring the bells!,3
1411,ep_5,MAN, Ring the bells!,3
1412,ep_5,MAN, Hurry up!,2
1413,ep_5,WOMAN, Ring the bells!,3
1414,ep_5,JON, No! Get back! Get back!,5
1415,ep_5,JON, Stay! Stay!,2
1416,ep_5,DAVOS, Quickly. Quickly.,2
1417,ep_5,JON, Stop!,1
1418,ep_5,SOLDIER," Get off me! Get off, bitch!",6
1419,ep_5,WOMAN," No, get off! Help! Help! No!",6
1420,ep_5,KINGSGUARD, Go! Go!,2
1421,ep_5,JON, Find somewhere to hide.,4
1422,ep_5,MAN, My God!,2
1423,ep_5,EURON, The Kingslayer.,2
1424,ep_5,JAIME, We need to get the queen out of King's Landing.,10
1425,ep_5,EURON, Listen. That's the sound of a city dying. It's over.,10
1426,ep_5,JAIME," Well, maybe for you.",4
1427,ep_5,EURON, If you kill another king before you die they'll sing about you forever.,13
1428,ep_5,JAIME, You're no king.,3
1429,ep_5,EURON," Oh, but I am. And I fucked the queen. If I win I'll bring your head to Cersei so you can kiss her one last time.",26
1430,ep_5,QYBURN," Your Grace, it isn't safe here any longer.",8
1431,ep_5,CERSEI, The Red Keep is the safest place in the city.,10
1432,ep_5,QYBURN, The Unsullied have breached the gates of the Red Keep.,10
1433,ep_5,QYBURN, Maegor's Holdfast would be a better place to wait out the storm.,12
1434,ep_5,EURON, You fought well for a cripple.,6
1435,ep_5,EURON, Another king for you.,4
1436,ep_5,EURON, But I got you! {JAIME walks into the mouth of the cave and into the lit passage beyond.,18
1437,ep_5,EURON, I got you!,3
1438,ep_5,EURON, I'm the man who killed Jaime Lannister.,7
1439,ep_5,SANDOR," Go home, girl. The fire will get her, or one of the Dothraki.",13
1440,ep_5,SANDOR, Or maybe that dragon will eat her. It doesn't matter. She's dead. And you'll be dead too if you don't get out of here.,24
1441,ep_5,ARYA, I'm going to kill her.,5
1442,ep_5,SANDOR, You think you wanted revenge a long time? I've been after it all my life.,15
1443,ep_5,SANDOR, It's all I care about. And look at me.,9
1444,ep_5,SANDOR, Look at me! You wanna be like me?,8
1445,ep_5,SANDOR," You come with me, you die here.",7
1446,ep_5,ARYA, Sandor.,1
1447,ep_5,ARYA, Thank you.,2
1448,ep_5,SANDOR, Your Grace.,2
1449,ep_5,SANDOR," Hello, big brother.",3
1450,ep_5,CERSEI," Ser Gregor, stay by my side.",6
1451,ep_5,CERSEI," Ser Gregor, I command you.",5
1452,ep_5,QYBURN," Obey your queen, Ser Gregor.",5
1453,ep_5,SANDOR," Yeah, that's you. That's what you've always been.",8
1454,ep_5,CERSEI, You're hurt.,2
1455,ep_5,JAIME, It doesn't matter.,3
1456,ep_5,CERSEI, You're bleeding.,2
1457,ep_5,OWEN, Alanna! Alanna! Have you seen my wife? Have you seen my wife?,12
1458,ep_5,ARYA, Let go.,2
1459,ep_5,OWEN, Have you seen my wife?,5
1460,ep_5,MAN, Out of the way!,4
1461,ep_5,MAN, No!,1
1462,ep_5,SANDOR, Oh.,1
1463,ep_5,NORA, Take my hand. Take my hand. Get up. Get up.,10
1464,ep_5,NORA, No. No.,2
1465,ep_5,ARYA, Wait! Wait! No!,3
1466,ep_5,SANDOR, Fucking die!,2
1467,ep_5,JON, We need to fall back! Fall back behind the wall! Fall back!,12
1468,ep_5,JON, Get out of the city! Fall back! Fall back! Fall back!,11
1469,ep_5,ARYA, You can't stay here. You have to keep moving.,9
1470,ep_5,ARYA, You have to.,3
1471,ep_5,ARYA," If you stay here, you'll die. Follow me.",8
1472,ep_5,ARYA, Follow me!,2
1473,ep_5,GIRL, Mama! Mama! Mama!,3
1474,ep_5,VICKY, No. Mama! Mama! Mama!,4
1475,ep_5,ARYA, Get up. Get up!,4
1476,ep_5,ARYA, We have to keep moving.,5
1477,ep_5,NORA, Take her. Take her!,4
1478,ep_5,NORA, Take her.,2
1479,ep_5,ARYA, Come on! Come on!,4
1480,ep_5,JAIME, This way.,2
1481,ep_5,CERSEI, I want our baby to live. I want our baby to live. I want our baby to live.,18
1482,ep_5,CERSEI," Don't let me die, Jaime. Please don't let me die.",10
1483,ep_5,JAIME, It's all right.,3
1484,ep_5,CERSEI, Please don't let me die.,5
1485,ep_5,JAIME, It's all right.,3
1486,ep_5,CERSEI, I don't want to die.,5
1487,ep_5,JAIME, Just look-- Look at me. Look at me.,8
1488,ep_5,CERSEI, Not like this. Not like this. Not like this.,9
1489,ep_5,JAIME, Look-- Look-- Look me in the eye. Don't look away. Don't look-- Look at me! Just look at me.,19
1490,ep_5,JAIME, Nothing else matters. Nothing else matters. Only us.,8
1492,ep_6,TYRION, I'll find you later.,4
1493,ep_6,JON, It's not safe. Let me send some men with you.,10
1494,ep_6,TYRION, I'm going alone.,3
1496,ep_6,JON, Grey Worm!,2
1497,ep_6,JON, It's over.,2
1498,ep_6,DAVOS, How much more defeated do you want them to be? They're on their knees.,14
1499,ep_6,DAVOS," Look around you, friend. We won.",6
1500,ep_6,JON, And what are the queen's commands?,6
1501,ep_6,DAVOS," Easy, men. Easy! Easy.",4
1502,ep_6,DAVOS, Jon. We should speak with the queen.,7
1507,ep_6,DAENERYS, (in Dothraki) Blood of my blood.,6
1508,ep_6,DAENERYS, You kept all your promises to me. You killed my enemies in their iron suits.,15
1509,ep_6,DAENERYS, Your tore down their stone houses. You gave me the Seven Kingdoms.,12
1510,ep_6,DAENERYS, Torgo Nudho.,2
1511,ep_6,DAENERYS," (in Valyrian) You have walked beside me since the Plaza of Pride. You are the bravest of men, the most loyal of soldiers. I name you commander of all my forces, the Queen's Master of War.",36
1512,ep_6,DAENERYS, (in Valyrian) Unsullied. All of you were torn from your mother's arms and raised as slaves. Now you are liberators. You have freed the people of King's Landing from the grip of a tyrant!,34
1513,ep_6,DAENERYS, (in Valyrian) But the war is not over. We will not lay down our spears until we have liberated all the people of the world!,25
1514,ep_6,DAENERYS," (in Valyrian) From Winterfell to Dorne, from Lannisport to Qarth, from the Summer Isles to the Jade Sea! Women, men and children have suffered too long beneath the wheel.",29
1515,ep_6,DAENERYS, (in Valyrian) Will you break the wheel with me?,9
1516,ep_6,DAENERYS, You freed your brother. You committed treason.,7
1517,ep_6,TYRION, I freed my brother. And you slaughtered a city.,9
1518,ep_6,DAENERYS, (In Valyrian) Take him.,4
1519,ep_6,JON, What are you doing here?,5
1520,ep_6,JON," Hey, what happened?",3
1521,ep_6,ARYA, I came to kill Cersei. Your queen got there first.,10
1522,ep_6,JON, (sighs) She's everyone's queen now.,5
1523,ep_6,ARYA, Try telling Sansa.,3
1524,ep_6,JON, Wait for me outside the city gates. I'll come find you.,11
1525,ep_6,ARYA, Jon. She knows who you are. Who you really are. You'll always be a threat to her. And I know a killer when I see one.,26
1528,ep_6,TYRION, Did you bring any wine?,5
1529,ep_6,JON, No.,1
1530,ep_6,TYRION, Ah... Well... thank you for coming to see me. Our queen doesn't keep prisoners for long. I suppose there's a crude kind of justice. I betrayed my closest friend and watched him burn. Now Varys's ashes can tell my ASHES,40
1531,ep_6,JON, (sighs),1
1532,ep_6,TYRION, So is there life after death?,6
1533,ep_6,JON, Not that I've seen.,4
1534,ep_6,TYRION, I should be thankful. Oblivion is the best I could hope for. I strangled my lover. I shot my own father with a crossbow. I betrayed my queen.,28
1535,ep_6,JON, You didn't.,2
1536,ep_6,TYRION," I did. And I'd do it again, now that I've seen what I've seen. I chose my fate. The people of King's Landing did not.",25
1537,ep_6,JON, I can't justify what happened. I won't try. But the war is over now.,14
1538,ep_6,TYRION," Is it? When you heard her talking to her soldiers, did she sound like someone who's done fighting?",18
1539,ep_6,TYRION, She liberated the people of Slaver's Bay. She liberated the people of King's Landing. And she'll go on liberating until the people of the world are free and she rules them all.,32
1540,ep_6,JON," And you've been by her side, counseling her. Until today.",10
1541,ep_6,TYRION, Until today. Varys was right. I was wrong. It was vanity to think I could guide her. Our queen's nature is fire and blood.,24
1542,ep_6,JON," You think our house words are stamped on our bodies when we're born and that's who we are? Then I'd be fire and blood too. She's not her father, no more than you're Tywin Lannister.",35
1543,ep_6,TYRION," My father was an evil man. My sister was an evil woman. Pile up all the bodies of all the people they ever killed, there still won't be half as many as our beautiful queen slaughtered in a single day.",40
1544,ep_6,JON, Cersei left her no choice.,5
1545,ep_6,TYRION," The moment the gates fell, the battle was over.",9
1546,ep_6,JON, She saw her friend beheaded. She saw her dragon shot out of the sky.,14
1547,ep_6,TYRION, And she burned down a city for it.,8
1548,ep_6,JON," Ah, it's easy to judge when you're standing far from the battlefield.",12
1549,ep_6,TYRION, Would you have done it?,5
1550,ep_6,JON, What?,1
1551,ep_6,TYRION," You've been up there, on a dragon's back. You've had that power. Would you have burned the city down?",19
1552,ep_6,JON, I don't know.,3
1553,ep_6,TYRION," (scoffs) Yes, you do. You won't say because you don't want to betray her but you know.",17
1554,ep_6,JON, What's it matter what I'd do?,6
1555,ep_6,TYRION," It matters more than anything. When she murdered the slavers of Astapor, I'm sure no one but the slavers complained. After all, they were evil men.",26
1556,ep_6,JON, (sighs),1
1557,ep_6,TYRION," When she crucified hundreds of Meereenese nobles, who could argue? They were evil men. The Dothraki khals she burned alive? They would have done worse to her. Everywhere she goes, evil men die and we cheer her for it. And she grows more powerful and more sure that she is good and right. She believes her destiny is to build a better world for everyone. If you believed that if you truly believed it, wouldn't you kill whoever stood between you and paradise?",83
1558,ep_6,TYRION, I know you love her. I love her too. Not as successfully as you. But I believed in her with all my heart. Love is more powerful than reason. We all know that. Look at my brother.,37
1559,ep_6,JON," ""Love is the death of duty.""",6
1560,ep_6,TYRION, You just came up with that?,6
1561,ep_6,JON, Maester Aemon said it a long time ago.,8
1562,ep_6,TYRION," Sometimes duty is the death of love. You are the shield that guards the realms of men. And you've always tried to do the right thing. No matter the cost, you've tried to protect people. Who is the greatest threat to the people now?",44
1563,ep_6,TYRION, It's a terrible thing I'm asking. It's also the right thing. Do you think I'm the last man she'll execute? Who is more dangerous than the rightful heir to the Iron Throne?,32
1564,ep_6,JON, That's her decision. She is the queen.,7
1565,ep_6,JON, I'm sorry it came to this.,6
1566,ep_6,TYRION, And your sisters? Do you see them bending the knee?,10
1567,ep_6,JON, My sisters will be loyal to the throne.,8
1568,ep_6,TYRION, Why do you think Sansa told me the truth about you? Because she doesn't want Dany to be queen.,19
1569,ep_6,JON, She doesn't get to choose.,5
1570,ep_6,TYRION, No. But you do. And you have to choose now.,10
1574,ep_6,DAENERYS," When I was a girl, my brother told me it was made with 1000 swords from Aegon's fallen enemies. What do 1000 swords look like in the mind of a little girl who can't count to 20? I imagined a mountain of swords too high to climb. So many fallen enemies, you could only see the soles of Aegon's feet.",60
1575,ep_6,JON, I saw them executing Lannister prisoners in the street. They said they were acting on your orders.,17
1576,ep_6,DAENERYS, It was necessary.,3
1577,ep_6,JON," Necessary? Have you been down there? Have you seen? Children, little children, burned!",13
1578,ep_6,DAENERYS, I tried to make peace with Cersei. She used their innocence as a weapon against me. She thought it would cripple me.,22
1579,ep_6,JON, And Tyrion?,2
1580,ep_6,DAENERYS," He conspired behind my back with my enemies. How have you treated people who've done the same to you, even when it broke your heart?",25
1581,ep_6,JON, Forgive him.,2
1582,ep_6,DAENERYS, I can't.,2
1583,ep_6,JON," You can. You can forgive all of them, make them see they made a mistake. Make them understand.",18
1584,ep_6,JON," Please, Dany.",2
1585,ep_6,DAENERYS, We can't hide behind small mercies. The world we need won't be built by men loyal to the world we have.,21
1586,ep_6,JON, The world we need is a world of mercy. It has to be.,13
1587,ep_6,DAENERYS, And it will be. It's not easy to see something that's never been before. A good world.,17
1588,ep_6,JON, How do you know? How do you know it'll be good?,11
1589,ep_6,DAENERYS, Because I know what is good. And so do you.,10
1590,ep_6,JON, I don't.,2
1591,ep_6,DAENERYS, You do. You do. You've always known.,7
1592,ep_6,JON, What about everyone else? All the other people who think they know what's good.,14
1593,ep_6,DAENERYS, They don't get to choose.,5
1594,ep_6,DAENERYS," Be with me. Build the new world with me. This is our reason. It has been from the beginning, since you were a little boy with a bastard's name and I was a little girl who couldn't count to 20. We do it together. We break the wheel together.",49
1595,ep_6,JON," You are my queen. Now, and always.",7
1598,ep_6,SANSA, Where's Jon?,2
1599,ep_6,SANSA, So is Lord Tyrion. They were both to be brought to this gathering.,13
1600,ep_6,SANSA," If you look outside the walls of your city, you'll find thousands of Northmen who will explain to you why harming Jon Snow is not in your interest.",28
1601,ep_6,YARA, Some of you may be quick to forgive. The Ironborn are not. I swore to follow Daenerys Targaryen.,18
1602,ep_6,SANSA, You swore to follow a tyrant.,6
1603,ep_6,YARA," She freed us from a tyrant. Cersei is gone because of her, and Jon Snow put a knife in her heart. Let the Unsullied give him what he deserves.",29
1604,ep_6,ARYA, Say another word about killing my brother and I'll cut your throat.,12
1605,ep_6,DAVOS," Friends, please. We've been cutting each other's throats long enough. Torgo Nudho. Am I saying that properly?",17
1606,ep_6,DAVOS," If it weren't for you and your men, we would've lost the war with the dead. This country owes you a debt it can never repay, but let us try. There is land in the Reach. Good land. The people that used to live there are gone. Make it your own. Start your own house with the Unsullied as your bannermen. We've had enough war. Thousands of you, thousands of them. You know how it ends. We need to find a better way.",83
1607,ep_6,TYRION, It's not for you to decide.,6
1608,ep_6,TYRION, (nods) You're right. And no one's any better for it. But it's not for you to decide. Jon committed his crime here. His fate is for our king to decide. Or our queen.,33
1609,ep_6,TYRION, You're the most powerful people in Westeros. Choose one.,9
1610,ep_6,EDMURE, My lords and ladies. I suppose this is the most important moment of our lives. What we decide today will reverberate through the annals of history. I stand before you as one of the senior lords in the country. A veteran of two wars. And I like to think my experience has led to some small skill in statecraft - and underst--,62
1611,ep_6,SANSA, Uncle? Please sit.,3
1612,ep_6,SAMWELL, Why just us?,3
1613,ep_6,SAMWELL," Um-- We represent all the great houses, but whomever we choose, they won't just rule over lords and ladies. Maybe the decision about what's best for everyone should be left to well, everyone.",33
1614,ep_6,EDMURE, Maybe we should give the dogs a vote as well.,10
1615,ep_6,EDMURE, I suppose you want the crown.,6
1616,ep_6,TYRION," Me? The Imp? Half the people hate me for serving Daenerys, the other half hate me for betraying her. Can't think of a worse choice.",25
1617,ep_6,DAVOS," Who, then?",2
1618,ep_6,TYRION, I've had nothing to do but think these past few weeks. About our bloody history. About the mistakes we've made.,20
1619,ep_6,TYRION," What unites people? Armies? Gold? Flags? Stories. There's nothing in the world more powerful than a good story. Nothing can stop it. No enemy can defeat it. And who has a better story than Bran the Broken? The boy who fell from a high tower and lived. He knew he'd never walk again, so he learned to fly. He crossed beyond the Wall, a crippled boy, and became the Three-Eyed Raven. He is our memory, the keeper of all our stories. The wars, weddings, births, massacres, famines. Our triumphs, mm, our defeats, our past. Who better to lead us into the future?",102
1620,ep_6,SANSA, Bran has no interest in ruling and he can't father children.,11
1621,ep_6,TYRION," Good. Sons of kings can be cruel and stupid, as you well know. His will never torment us. That is the wheel our queen wanted to break.",27
1622,ep_6,TYRION," From now on, rulers will not be born. They will be chosen on this spot by the lords and ladies of Westeros to serve the realm.",26
1623,ep_6,TYRION," I know you don't want it. I know you don't care about power. But I ask you now, if we choose you will you wear the crown? Will you lead the Seven Kingdoms to the best of your abilities from this day until your last day?",46
1624,ep_6,BRAN, Why do you think I came all this way?,9
1625,ep_6,TYRION, To Brandon of House Stark I say aye.,8
1626,ep_6,SAMWELL, Aye.,1
1627,ep_6,EDMURE, Aye.,1
1628,ep_6,ROBIN, Aye.,1
1629,ep_6,YARA, Aye.,1
1630,ep_6,GENDRY, Aye.,1
1631,ep_6,DAVOS," I'm not sure I get a vote, but aye.",9
1632,ep_6,BRIENNE, Aye.,1
1633,ep_6,SANSA," I love you, little brother. I always will. You'll be a good king. But tens of thousands of Northmen fell in the Great War defending all of Westeros. And those who survived have seen too much and fought too hard ever to kneel again. The North will remain an independent kingdom, as it was for thousands of years.",58
1634,ep_6,TYRION," All hail Bran the Broken, First of His Name, King of the Andals and the First Men, Lord of the Six Kingdoms and Protector of the Realm.",27
1635,ep_6,ALL, All hail Bran the Broken!,5
1636,ep_6,BRAN, Lord Tyrion you will be my Hand.,7
1637,ep_6,TYRION," N-- No, Your Grace, I don't want it.",8
1638,ep_6,BRAN, And I don't want to be king.,7
1639,ep_6,TYRION," I don't deserve it. I thought I was wise, but I wasn't. I thought I knew what was right, but I didn't. Choose Ser Davos. Choose anyone else.",28
1640,ep_6,BRAN, I choose you.,3
1641,ep_6,BRAN," Yes, I can. I'm king.",5
1642,ep_6,BRAN, He just got it. He's made many terrible mistakes. He's going to spend the rest of his life fixing them.,20
1644,ep_6,TYRION, Giving you to the Unsullied would start a war. Letting you walk free would start a war. So our new king has chosen to send you to the Night's Watch.,30
1645,ep_6,JON, There's still a Night's Watch?,5
1646,ep_6,TYRION, The world will always need a home for bastards and broken men.,12
1647,ep_6,JON, (sighs),1
1648,ep_6,TYRION," You shall take no wife, hold no lands, father no children. The Unsullied wanted your head of course, but Grey Worm has accepted the justice of a life sentence. Sansa and Arya wanted you freed, but they understand our new king needs to make peace. No one is very happy. Which means it's a good compromise, I suppose.",58
1649,ep_6,JON, Was it right? What I did?,6
1650,ep_6,TYRION, What we did.,3
1651,ep_6,JON, It doesn't feel right.,4
1652,ep_6,TYRION, Ask me again in 10 years.,6
1653,ep_6,JON, I don't expect we'll ever see each other again.,9
1654,ep_6,TYRION, I wouldn't be so sure. A few years as Hand of the King would make anyone want to piss off the edge of the world.,25
1655,ep_6,JON, (nods),1
1657,ep_6,SANSA, I wish there had been another way. Can you forgive me?,11
1658,ep_6,JON," The North is free, thanks to you.",7
1659,ep_6,SANSA, But they lost their king.,5
1660,ep_6,JON, Ned Stark's daughter will speak for them. She's the best they could ask for.,14
1661,ep_6,JON," You can come see me, you know, at Castle Black.",10
1662,ep_6,ARYA, I can't.,2
1663,ep_6,JON, You think anyone will dare tell you women aren't allowed?,10
1664,ep_6,ARYA, (chuckles) I'm not going back north.,6
1665,ep_6,SANSA, Where are you going?,4
1666,ep_6,ARYA, What's west of Westeros?,4
1667,ep_6,JON, (chuckles) I don't know.,4
1668,ep_6,ARYA, No one knows. It's where all the maps stop. That's where I'm going.,13
1669,ep_6,JON, You have your Needle?,4
1670,ep_6,ARYA, Right here.,2
1671,ep_6,JON, Your Grace. I'm sorry I wasn't there when you needed me.,11
1672,ep_6,BRAN, You were exactly where you were supposed to be.,9
1675,ep_6,TYRION, That's not-- Uh--,3
1676,ep_6,TYRION, What's this?,2
1677,ep_6,SAMWELL, A Song of Ice and Fire. Archmaester Ebrose's history of the wars following the death of King Robert. I helped him with the title.,24
1678,ep_6,TYRION, I suppose I come in for some heavy criticism.,9
1679,ep_6,SAMWELL," Oh, I wouldn't say that.",5
1680,ep_6,TYRION," Oh, he's kind to me. Never would've guessed.",8
1681,ep_6,TYRION, He's not kind?,3
1682,ep_6,SAMWELL, He -,2
1683,ep_6,TYRION, He what? What does he say about me?,8
1684,ep_6,SAMWELL," I don't believe you're mentioned, ahem.",6
1685,ep_6,TYRION, Your Grace.,2
1686,ep_6,DAVOS, Your Grace.,2
1687,ep_6,BRONN, Your Grace.,2
1688,ep_6,SAMWELL, Your Grace.,2
1689,ep_6,BRAN, We appear to be missing a Master of Whisperers. And a Master of Laws. And a Master of War.,19
1690,ep_6,TYRION," Yes, Your Grace. Suitable prospects will be brought to you for an audience in the coming weeks.",17
1691,ep_6,BRAN, And Drogon? Any word?,4
