,episode,speaker,speech,word_count
431,ep_2,SANSA, Tyrion is a good man. He was never anything but decent towards me.,13
432,ep_2,DAENERYS, I didn't ask him to be my Hand simply because he was good.,13
433,ep_2,DAENERYS," I asked him to be my Hand because he was good, and intelligent, and ruthless when he had to be. He never should have trusted Cersei.",26
434,ep_2,SANSA, You never should have either.,5
435,ep_2,DAENERYS, I thought he knew his sister.,6
436,ep_2,SANSA, Families are complicated.,3
437,ep_2,DAENERYS, Ours certainly have been.,4
438,ep_2,SANSA, A sad thing to have in common.,7
439,ep_2,DAENERYS," We have other things in common. We've both known what it means to lead people who aren't inclined to accept a woman's rule. And we've both done a damn good job of it, from what I can tell.",38
440,ep_2,DAENERYS," And yet, I can't help but feel we're at odds with one another. Why is that? Your brother.",18
441,ep_2,SANSA," He loves you, you know that.",6
442,ep_2,DAENERYS, That bothers you.,3
443,ep_2,SANSA, Men do stupid things for women. They're easily manipulated.,9
444,ep_2,DAENERYS," All my life, I've known one goal",7
445,ep_2,SANSA, I should have thanked you the moment you arrived. That was a mistake.,13
446,ep_2,DAENERYS," I'm here because I love your brother and I trust him, and I know he's true to his word. He's only the second man in my life I can say that about.",32
447,ep_2,SANSA, Who was the first?,4
448,ep_2,DAENERYS, Someone taller.,2
449,ep_2,SANSA," And what happens afterwards? We defeat the dead, we destroy Cersei. What happens then?",14
450,ep_2,DAENERYS, I take the Iron Throne.,5
451,ep_2,SANSA," What about the North? It was taken from us, and we took it back. And we said we'd never bow to anyone else again. What about the North?",28
452,ep_2,WOLKAN," Apologies, my lady. Your Grace.",5
453,ep_2,DAENERYS, What is it?,3
454,ep_2,THEON, My queen.,2
455,ep_2,DAENERYS, Your sister?,2
456,ep_2,THEON," She only has a few ships, and she couldn't sail them here. So, she's sailing to the Iron Islands instead, to take them back in your name.",27
457,ep_2,DAENERYS, But why aren't you with her?,6
458,ep_2,THEON," I want to fight for Winterfell, Lady Sansa, if you'll have me.",12
459,ep_2,MAN," Milord, we're not soldiers.",4
460,ep_2,DAVOS," You are now. Look, I made it through most of my years without ever getting near a fight, but then I survived the Battle of the Bastards. Right outside these walls. If I can live through that, you can live through this. They'll outfit you with weapons at the forge. Right that way.",53
461,ep_2,MAN, Thank you.,2
462,ep_2,GILLY," When the time comes, you'll be down in the crypts.",10
463,ep_2,GILLY, They're the safest place to be. Through that archway right over there.,12
464,ep_2,WOMAN, Thank you.,2
465,ep_2,TEELA, Which way should I go?,5
466,ep_2,DAVOS, Which way do you want to go?,7
467,ep_2,TEELA, All the children will be going below when the time comes.,11
468,ep_2,TEELA, But both me brothers were soldiers. I want to fight too.,11
469,ep_2,GILLY," That's good to hear. I'm going to be in the crypt with my son, and I'd feel a lot better with you down there to protect us.",27
470,ep_2,DAVOS, I'm sure a lot of people would.,7
471,ep_2,TEELA," All right. I'll defend the crypt, then.",7
472,ep_2,TORMUND, My little crow.,3
473,ep_2,JON, I thought we'd lost you.,5
474,ep_2,TORMUND, Almost.,1
475,ep_2,JON, How did you find each other?,6
476,ep_2,EDD, We met up at the Last Hearth.,7
477,ep_2,TORMUND, The dead got there first.,5
478,ep_2,JON, The Umbers?,2
479,ep_2,BERIC, Fighting for the Night King now.,6
480,ep_2,TORMUND, We had to travel around them to get here. Whoever's not here now is with them.,16
481,ep_2,JON, How long do we have?,5
482,ep_2,TORMUND, Before the sun comes up tomorrow.,6
483,ep_2,TORMUND, The big woman still here?,5
484,ep_2,JON, We can't beat them in a straight fight.,8
485,ep_2,JAIME," So, what can we do?",5
486,ep_2,JON, The Night King made them all. They follow his command. If he falls Getting to him may be our best chance.,21
487,ep_2,JAIME," If that's true, he'll never expose himself.",7
488,ep_2,BRAN," Yes, he will.",3
489,ep_2,BRAN," He'll come for me. He's tried before, many times, with many Three-Eyed Ravens.",13
490,ep_2,SAMWELL, Why? What does he want?,5
491,ep_2,BRAN," An endless night. He wants to erase this world, and I am its memory.",14
492,ep_2,SAMWELL," That's what death is, isn't it? Forgetting. Being forgotten. If we forget where we've been and what we've done, we're not men anymore. Just animals. Your memories don't come from books. Your stories aren't just stories. If I wanted to erase the world of men, I'd start with you.",49
493,ep_2,TYRION, How will he find you?,5
494,ep_2,BRAN, His mark is on me.,5
495,ep_2,BRAN, He always knows where I am.,6
496,ep_2,JON," We'll put you in the crypt, where it's safest.",9
497,ep_2,BRAN, No. We need to lure him into the open before his army destroys us all. I'll wait for him in the Godswood.,22
498,ep_2,SANSA, You want us to use you as bait?,8
499,ep_2,ARYA, We're not leaving you alone out there.,7
500,ep_2,THEON, He won't be. I'll stay with him. With the Ironborn. I took this castle from you. Let me defend you now.,21
501,ep_2,DAVOS, We'll hold off the rest of them for as long as we can.,13
502,ep_2,TYRION," When the time comes, Ser Davos and I will be on the walls, to give you the signal to light the trench.",22
503,ep_2,DAENERYS, Ser Davos is perfectly capable of waving a torch on his own. You'll be in the crypt.,17
504,ep_2,TYRION," Your Grace, I have fought before, I can do it again. Alongside the men and women risking their lives.",19
505,ep_2,DAENERYS," There are thousands of them and only one of you. You can't fight as well as they can, but you can think better than any of them. You're here because of your mind. If we survive, I'll need it.",39
506,ep_2,DAVOS, The dragons should give us an edge in the field.,10
507,ep_2,JON," If they're in the field, they're not protecting Bran. We need to be near him. Not too near, or the Night King won't come. But close enough to pursue him when he does.",33
508,ep_2,ARYA, Dragonfire will stop him?,4
509,ep_2,BRAN, I don't know. No one's ever tried.,7
510,ep_2,TORMUND, We're all going to die.,5
511,ep_2,TORMUND, But at least we die together.,6
512,ep_2,JON, Let's get some rest.,4
513,ep_2,JON, Your Grace.,2
514,ep_2,TYRION, Do you need help?,4
515,ep_2,BRAN, No.,1
516,ep_2,TYRION, You've had a strange journey.,5
517,ep_2,BRAN, Stranger than most.,3
518,ep_2,TYRION, I'd like to hear about it.,6
519,ep_2,BRAN, It's a long story.,4
520,ep_2,TYRION," If only we were trapped in a castle in the middle of winter, with nowhere to go.",17
521,ep_2,MISSANDEI, Hello.,1
522,ep_2,MISSANDEI, Naath. I'd like to see the beaches again.,8
523,ep_2,MISSANDEI, My people are peaceful. We cannot protect ourselves.,8
524,ep_2,SAMWELL, Have you told her yet?,5
525,ep_2,JON, No.,1
526,ep_2,SAMWELL, Mm-hmm. Being careful. Biding your time. Waiting for the perfect-,10
527,ep_2,EDD, And now our watch begins.,5
528,ep_2,JON, Gilly? Little Sam?,3
529,ep_2,SAMWELL, They'll be safe down in the crypt.,7
530,ep_2,JON, If you want to join them.,6
531,ep_2,JON, To protect them.,3
532,ep_2,SAMWELL, Everyone seems to forget that I was the first man to kill a White Walker. I've killed Thenns.,18
533,ep_2,EDD, Thenn.,1
534,ep_2,SAMWELL," I've saved Gilly more than once. I stole a considerable number of books from the Citadel library, survived the Fist of the First Men. You need me out there.",29
535,ep_2,EDD," Well, if that's what it's come to, we really are fucked.",11
536,ep_2,SAMWELL," Well, calling you ""fucked"" wouldn't be strictly accurate.",8
537,ep_2,EDD, Samwell Tarly. Slayer of White Walkers. Lover of Ladies. As if we needed any more signs the world was ending.,20
538,ep_2,SAMWELL," Think back to where we started. Us, Grenn, Pyp.",9
539,ep_2,JON, Now it's just us three.,5
540,ep_2,EDD," Last man left, burn the rest of us.",8
541,ep_2,TYRION, I wish Father were here.,5
542,ep_2,TYRION, I would love to see the look on his face when he realizes his two sons are about to die defending Winterfell.,22
543,ep_2,JAIME, That would be something to see.,6
544,ep_2,TYRION," I remember the first time we were here, the first time I saw this hall.",15
545,ep_2,JAIME, Mm.,1
546,ep_2,TYRION, You were a golden lion. I was a drunken whore-monger. It was all so simple.,15
547,ep_2,JAIME, It wasn't so simple. I was sleeping with my sister and you had one friend in the world who was sleeping with his sister.,24
548,ep_2,TYRION, I was speaking in relative terms.,6
549,ep_2,JAIME, Do you miss it?,4
550,ep_2,TYRION, Of course I miss it.,5
551,ep_2,JAIME," Well, my golden-lion days are done, but whore-mongering is still an option for you.",14
552,ep_2,TYRION, It's not. Things would be easier if it were.,9
553,ep_2,TYRION, The perils of self-betterment.,4
554,ep_2,JAIME, Oh! My lady.,3
555,ep_2,BRIENNE," Oh, we didn't mean to interrupt. We were just looking for somewhere warm to-",14
556,ep_2,TYRION, To contemplate your imminent death. You've come to the right place. You want some of this piss? It's not bad. It's not good either.,24
557,ep_2,PODRICK," Thank you, milord.",3
558,ep_2,BRIENNE, I don't think that's wise.,5
559,ep_2,BRIENNE, The battle might start at any moment.,7
560,ep_2,BRIENNE, Half cup.,2
561,ep_2,TYRION, And you?,2
562,ep_2,BRIENNE," No, thank you. I should try and get some sleep.",10
563,ep_2,JAIME, You really think any of us are going to sleep tonight? Join us.,13
564,ep_2,BRIENNE, All right. Just a bit.,5
565,ep_2,DAVOS," Well, what do we have here?",6
566,ep_2,TYRION," Ser Davos, join us.",4
567,ep_2,DAVOS," No, not for me, thanks. Came here for this.",9
568,ep_2,DAVOS, I figured I could wait to die freezing my balls off out there or wait to die nice and warm in here.,22
569,ep_2,TORMUND," It could be our last night in this world, you know.",11
570,ep_2,BRIENNE," Yes, well, I'm glad you're here.",6
571,ep_2,BRIENNE, Here fighting with us. Glad you survived Eastwatch.,8
572,ep_2,TYRION, Would you like a drink?,5
573,ep_2,TORMUND, Brought my own.,3
574,ep_2,TORMUND," They call you ""King Killer.""",5
575,ep_2,JAIME, I'm sure someone does.,4
576,ep_2,TORMUND," They call me ""Giantsbane."" Want to know why?",8
577,ep_2,TORMUND, I killed a giant when I was 10. Then I climbed right into bed with his wife.,17
578,ep_2,TORMUND," When she woke up, you know what she did? Suckled me at her teat for three months. Thought I was her baby. That's how I got so strong. Giant's milk.",30
579,ep_2,DAVOS, Maybe I will have that drink.,6
580,ep_2,SANDOR, You never used to shut up. Now you're just sitting there like a mute.,14
581,ep_2,ARYA, Guess I've changed.,3
582,ep_2,ARYA, What are you doing up here?,6
583,ep_2,SANDOR, What's it look like?,4
584,ep_2,ARYA," No, I mean, what are you doing up here? You joined the Brotherhood. You went beyond the Wall with Jon. You're here now. Why? When was the last time you fought for anyone but yourself?",35
585,ep_2,SANDOR," I fought for you, didn't I?",6
586,ep_2,SANDOR," Oh, for fuck's sake. May as well be at a bloody wedding.",12
587,ep_2,BERIC, My lady. It's good to see you again. I'm sorry we parted the way we did.,16
588,ep_2,SANDOR, Was he on your list?,5
589,ep_2,ARYA, For a little while.,4
590,ep_2,BERIC, That's all right.,3
591,ep_2,BERIC, The Lord of Light has brought us together all the same. This is his moment. When light-,17
592,ep_2,SANDOR," Thoros isn't here anymore, so I hope you're not about to give a sermon. Because if you are, the Lord of Light's gonna wonder why he brought you back 19 times just to watch you die when I chuck you over this fucking wall.",44
593,ep_2,SANDOR, Where are you going?,4
594,ep_2,ARYA, I'm not spending my final hours with you two miserable old shits.,12
595,ep_2,ARYA, That for me?,3
596,ep_2,ARYA, This'll work.,2
597,ep_2,GENDRY," Last time you saw me, you wanted me to come to Winterfell. Took the long road, but…",17
598,ep_2,ARYA, What did the Red Woman want with you?,8
599,ep_2,GENDRY, She wanted my blood for some kind of spell.,9
600,ep_2,ARYA, Why your blood?,3
601,ep_2,GENDRY," I'm Robert Baratheon's bastard. I didn't know until she told me. Then she tied me up, stripped me down, put leeches all over me.",24
602,ep_2,ARYA, Was that your first time?,5
603,ep_2,GENDRY," No, yeah, I've never had leeches put all over my cock.",11
604,ep_2,ARYA, Your first time with a woman.,6
605,ep_2,GENDRY, What? I-I didn't-I wasn't with her.,6
606,ep_2,ARYA, Were you with other girls before that in King's Landing?,10
607,ep_2,ARYA, Or after?,2
608,ep_2,ARYA, You don't remember?,3
609,ep_2,GENDRY," Yes, I was.",3
610,ep_2,ARYA, One? Two? Twenty?,3
611,ep_2,GENDRY," Well, I didn't keep count.",5
612,ep_2,ARYA," Yes, you did.",3
613,ep_2,GENDRY, Three.,1
614,ep_2,ARYA, We're probably going to die soon. I want to know what it's like before that happens.,16
615,ep_2,GENDRY," Arya, I-",2
616,ep_2,ARYA, I'm not the Red Woman. Take your own bloody pants off.,11
617,ep_2,TYRION," It's strange, isn't it? Almost everyone here's fought the Starks at one time or another. And here we are in their castle, ready to defend it. Together.",27
618,ep_2,BRIENNE, At least we'll die with honor.,6
619,ep_2,TYRION, I think we might live.,5
620,ep_2,TYRION, I-I do. How many battles have we survived between us? Ser Davos Seaworth. Survivor of both the Blackwater and the Battle of the Bastards.,24
621,ep_2,DAVOS, All without a shred of combat ability.,7
622,ep_2,TYRION," Mm. Ser Jaime Lannister, fabled hero of the Siege of Pyke.",11
623,ep_2,JAIME, Fabled loser of the Battle of Whispering Wood.,8
624,ep_2,TYRION," Hear, hear! Ser Brienne of Tarth. Defeated the Hound in-Pardon me, Lady Brienne.",13
625,ep_2,TORMUND, She's not a ser? You're not a knight?,8
626,ep_2,BRIENNE, Women can't be knights.,4
627,ep_2,TORMUND, Why not?,2
628,ep_2,BRIENNE, Tradition.,1
629,ep_2,TORMUND, Fuck tradition.,2
630,ep_2,BRIENNE, I don't even want to be a knight.,8
631,ep_2,TORMUND," I'm no king. But if I were, I'd knight you 10 times over.",13
632,ep_2,JAIME, You don't need a king. Any knight can make another knight.,11
633,ep_2,JAIME, I'll prove it.,3
634,ep_2,JAIME," Kneel, Lady Brienne.",3
635,ep_2,JAIME, Do you want to be a knight or not? Kneel.,10
636,ep_2,JAIME," In the name of the Warrior, I charge you to be brave.",12
637,ep_2,JAIME," In the name of the Father, I charge you to be just.",12
638,ep_2,JAIME," In the name of the Mother, I charge you to defend the innocent.",13
639,ep_2,JAIME," Arise, Brienne of Tarth a knight of the Seven Kingdoms.",10
640,ep_2,TYRION, Ser Brienne of Tarth! Knight of the Seven Kingdoms!,9
641,ep_2,LYANNA, I don't need you to remind me of that.,9
642,ep_2,JORAH, You'll be safer in the crypt. These things we're fighting-,10
643,ep_2,LYANNA," I will not hide underground. I pledged to fight for the North, and I will fight.",16
644,ep_2,SAMWELL," Oh, I'm sorry, I didn't mean to-",7
645,ep_2,LYANN, It's all right. We're done here.,6
646,ep_2,LYANNA," I wish you good fortune, cousin.",6
647,ep_2,JORAH," Thank you, my lady.",4
648,ep_2,JORAH, What have you got there?,5
649,ep_2,SAMWELL, It's called Heartsbane. It's my family sword.,7
650,ep_2,JORAH, You still have a family.,5
651,ep_2,SAMWELL," Yes. And I'd love to defend them with it. But I can't really hold it upright. Your father, he taught me how to be a man. How to do what's right. This is right. It's Valyrian steel. I'd be honored if you'd take it.",44
652,ep_2,JORAH, I'll wield it in his memory to guard the realms of men.,12
653,ep_2,SAMWELL, I'll see you when it's through.,6
654,ep_2,SAMWELL, I hope we win.,4
655,ep_2,JAIME, We'd better get some rest.,5
656,ep_2,TYRION," No, let's stay a bit longer.",6
657,ep_2,DAVOS, We're out of wine.,4
658,ep_2,TYRION, How about a song? One of you must know one. Ser Davos?,12
659,ep_2,DAVOS, You'll pray for a quick death.,6
660,ep_2,TYRION, Ser Brienne?,2
661,ep_2,TORMUND, Mm-mm.,1
662,ep_2,TYRION, Mmm.,1
663,ep_2,PODRICK," High in the halls of the kings who are gone, Jenny would dance with her ghosts, the ones she had lost and the ones she had found and the ones who had loved her the most.",36
664,ep_2,DAENERYS, Who's that?,2
665,ep_2,JON, Lyanna Stark.,2
666,ep_2,DAENERYS," My brother, Rhaegar, everyone told me he was decent and kind. He liked to sing. Gave money to poor children. And he raped her.",24
667,ep_2,JON, He didn't. He loved her.,5
668,ep_2,JON," They were married in secret. After Rhaegar fell on the Trident, she had a son. Robert would have murdered the baby if he ever found out, and Lyanna knew it. So the last thing she did, as she bled to death on her birthing bed, was give the boy to her brother, Ned Stark, to raise as his bastard.",59
669,ep_2,JON, My name. My real name is Aegon Targaryen.,8
670,ep_2,DAENERYS, That's impossible.,2
671,ep_2,JON, I wish it were.,4
672,ep_2,DAENERYS, Who told you this?,4
673,ep_2,JON, Bran. He saw it.,4
674,ep_2,DAENERYS, He saw it?,3
675,ep_2,JON, And Samwell confirmed it. He read about their marriage at the Citadel without even knowing what it meant.,18
676,ep_2,DAENERYS, A secret no one in the world knew except your brother and your best friend. Doesn't seem strange to you?,20
677,ep_2,JON," It's true, Dany. I know it is.",7
678,ep_2,DAENERYS," If it were true, it would make you the last male heir of House Targaryen. You'd have a claim to the Iron Throne.",23
679,ep_2,MAN, Form up! Get yourselves back!,5
681,ep_3,NORTHMAN," Look, on the west wall!",5
682,ep_3,SOLDIER, Get down to the crypt!,5
683,ep_3,SOLDIER, Just hold.,2
684,ep_3,MAN, We'll take him.,3
685,ep_3,LYANNA," Come on, help the lads!",5
686,ep_3,LYANNA," Quickly, now! Quickly! Get those in position.",7
687,ep_3,EDDISON," Oh, for fuck's sake. You took your time.",8
688,ep_3,MELISANDRE, Do you speak their tongue?,5
689,ep_3,JORAH, (Nods.),1
690,ep_3,MELISANDRE, Tell them to lift their swords.,6
691,ep_3,JORAH, (speaks in Dothraki),3
692,ep_3,MELISANDRE, (speaks in Valyrian),3
693,ep_3,MELISANDRE, Valar morghulis.,2
694,ep_3,DAVOS, Open the gate!,3
695,ep_3,MAN, Come. Come on. Easy.,4
696,ep_3,MELISANDRE," There's no need to execute me, Ser Davos. I'll be dead before the dawn.",14
697,ep_3,SOLDIER, (in Dothraki) Cease fire!,4
698,ep_3,JON, The Night King is coming.,5
699,ep_3,DAENERYS, The dead are already here.,5
700,ep_3,TORMUND, (yells),1
701,ep_3,BRIENNE, Stand your ground!,3
702,ep_3,ARYA, Get down to the crypt.,5
703,ep_3,SANSA, I'm not abandoning my people.,5
704,ep_3,ARYA, Take this and go.,4
705,ep_3,SANSA, I don't know how to use it.,7
706,ep_3,ARYA, Stick them with the pointy end.,6
707,ep_3,SAMWELL, Edd! Edd!,2
708,ep_3,EDDISON," Sam, get up!",3
709,ep_3,EDDISON," Oh, God. Sam.",3
710,ep_3,WOMAN, Edd!,1
711,ep_3,TORMUND, Fall back! Fall back!,4
712,ep_3,BRIENNE, Fall back!,2
713,ep_3,SOLDIER, Come on!,2
714,ep_3,LYANNA, Open the gate!,3
715,ep_3,LYANNA," Keep moving, fast.",3
716,ep_3,JON, Dany!,1
717,ep_3,BRIENNE, Hey! Hey! Hey!,3
718,ep_3,BRIENNE, Go! Hey! Go! Go!,4
719,ep_3,JAIME, Get in! Get in! Get in! Come on!,8
720,ep_3,LYANNA, Protect the gate!,3
721,ep_3,JAIME, They're coming! Come on!,4
722,ep_3,SANDOR, Fall back!,2
723,ep_3,DAVOS, She can't see us.,4
724,ep_3,DAVOS, Light the trenches!,3
725,ep_3,DAVOS, Light the trenches!,3
726,ep_3,MELISANDRE, (chants in Valyrian),3
727,ep_3,MELISANDRE, (urgently chants in Valyrian),4
728,ep_3,MELISANDRE, (depserately chants in Valyrian),4
729,ep_3,BERIC, Clegane.,1
730,ep_3,WOMAN, You must try not to worry yourself.,7
731,ep_3,VARYS, (Sighs.) At least we're already in a crypt.,8
732,ep_3,TYRION," If we were up there, we might see something everyone else is missing. Something that makes a difference.",18
733,ep_3,VARYS, (Scoffs.),1
734,ep_3,TYRION, What? Remember the Battle of Blackwater? I brought us through the Mud Gate.,13
735,ep_3,VARYS, And got your face cut in half.,7
736,ep_3,TYRION, And it made a difference. If I was out there right now...,12
737,ep_3,SANSA, You'd die. There's nothing you can do.,7
738,ep_3,TYRION, You might be surprised at the lengths I'd go to avoid joining the Army of the Dead. I could think of no organization less suited to my talents.,28
739,ep_3,SANSA," Witty remarks won't make a difference. That's why we're down here, none of us can do anything. It's the truth. It's the most heroic thing we can do now look the truth in the face.",35
740,ep_3,TYRION, Maybe we should have stayed married.,6
741,ep_3,SANSA, You were the best of them.,6
742,ep_3,TYRION, What a terrifying thought.,4
743,ep_3,SANSA, It wouldn't work between us.,5
744,ep_3,TYRION, Why not?,2
745,ep_3,SANSA, The Dragon Queen. Your divided loyalties would become a problem.,10
746,ep_3,MISSANDEI," Yes. Without the Dragon Queen, there'd be no problem at all. We'd all be dead already.",16
747,ep_3,THEON, They lit the trench. Bran I just want you to know... I wish... The things I did,17
748,ep_3,BRAN, Everything you did brought you where you are now. Where you belong. Home.,13
749,ep_3,BRAN, I'm going to go now.,5
750,ep_3,THEON, Go where?,2
751,ep_3,DAVOS, Man the walls!,3
752,ep_3,LYANNA, Man the walls! Come on!,5
753,ep_3,LYANNA, Get out there! Get moving!,5
754,ep_3,JAIME," Come on. Come on! Come on! Go, go, go!",9
755,ep_3,BRIENNE, Come on!,2
756,ep_3,JAIME, Get in there!,3
757,ep_3,JAIME, Relieve the archers!,3
758,ep_3,JAIME, Archers on top!,3
759,ep_3,JORAH, Go! Go.,2
760,ep_3,JAIME, Draw!,1
761,ep_3,JAIME, Come on!,2
762,ep_3,SOLDIER, They're coming up!,3
763,ep_3,JAIME, Look out!,2
764,ep_3,BERIC, Clegane! Clegane!,2
765,ep_3,BERIC," Clegane! Clegane, we need you!",5
766,ep_3,BERIC, You can't give up on us.,6
767,ep_3,SANDOR," Fuck off! We can't beat them. Don't you see that, you stupid whore? We're fighting Death! They can't beat Death.",20
768,ep_3,BERIC, Tell her that.,3
769,ep_3,SANDOR, Come on!,2
770,ep_3,BERIC, Go!,1
771,ep_3,SANDOR, Come on!,2
772,ep_3,BERIC, Run!,1
773,ep_3,SANDOR, We've gotta go!,3
774,ep_3,MELISANDRE, The Lord brought him back for a purpose. Now that purpose has been served.,14
775,ep_3,ARYA, I know you.,3
776,ep_3,MELISANDRE, And I know you.,4
777,ep_3,ARYA, You said we'd meet again.,5
778,ep_3,MELISANDRE, And here we are. At the end of the world.,10
779,ep_3,ARYA, You said I'd shut many eyes forever. You were right about that too.,13
780,ep_3,MELISANDRE, Brown eyes green eyes and blue eyes.,7
781,ep_3,MELISANDRE, What do we say to the God of Death?,9
782,ep_3,ARYA, Not today.,2
783,ep_3,THEON, Here they come!,3
784,ep_3,THEON," Steady, lads.",2
785,ep_3,THEON, Steady now. Make every shot count.,6
786,ep_3,JON, Get off.,2
787,ep_3,DAENERYS, Dracarys.,1
788,ep_3,TYRION," Come on! Come on! No! No, no, no!",8
789,ep_3,JON, Bran!,1
790,ep_3,DAENERYS, Go!,1
791,ep_3,DAENERYS, Jorah!,1
792,ep_3,BRAN, Theon.,1
793,ep_3,BRAN, You're a good man.,4
794,ep_3,THEON, (Nods.),1
795,ep_3,BRAN, Thank you.,2
796,ep_3,JORAH, I'm hurt.,2
798,ep_4,JON, We're here to say goodbye to our brothers and sisters. To our fathers and mothers. To our friends. Our fellow men and women who set aside their differences to fight together and die together so that others might live. Everyone in this world owes them a debt that can never be repaid. It is our duty and our honor to keep them alive in memory for those who come after us and those who come after them for as long as men draw breath. They were the shields that guarded the realms of men. And we shall never see their like again.,102
800,ep_4,MAN, To your health.,3
801,ep_4,GENDRY, Have you seen Arya?,4
802,ep_4,SANDOR," You can still smell the burning bodies, and that’s where your head is at.",14
803,ep_4,GENDRY, I just want to thank her for--,7
804,ep_4,SANDOR, I'm sure you do.,4
805,ep_4,GENDRY," Look, it's not about that.",5
806,ep_4,SANDOR," Of course it's about that, you twat. Why shouldn't it be? The dead are dead. You're not.",17
807,ep_4,DAENERYS, Gendry.,1
808,ep_4,DAENERYS," That's right, isn't it?",4
809,ep_4,GENDRY," Yes, Your Grace.",3
810,ep_4,DAENERYS, You’re Robert Baratheon’s son.,4
811,ep_4,GENDRY, (nods),1
812,ep_4,DAENERYS, You are aware he took my family's throne and tried to have me murdered?,14
813,ep_4,GENDRY, I didn’t even know he was my father until after he was dead.,13
814,ep_4,DAENERYS," Yes, he's dead. His brothers are too. So who's Lord of Storm's End now?",14
815,ep_4,GENDRY," I don’t know, Your Grace.",5
816,ep_4,DAENERYS, Does anyone?,2
817,ep_4,DAENERYS,I think you should be Lord of Storm's End.,9
818,ep_4,GENDRY, I can't be. I'm a bastard.,6
819,ep_4,DAENERYS," No, you are Lord Gendry Baratheon of Storm's End, the lawful son of Robert Baratheon. Because that is what I have made you.",23
820,ep_4,DAVOS, To Lord Gendry Baratheon of Storm's End.,7
821,ep_4,ALL, To Gendry!,2
822,ep_4,SAMWELL," (to GENDRY) Uh, hold on.",5
823,ep_4,TYRION, And a Lord of Storm's End who will be forever loyal to you.,13
824,ep_4,DAENERYS, See? You're not the only one who's clever.,8
825,ep_4,WOMAN, I have to go down and get another barrel.,9
826,ep_4,JAIME," We fought dead things and lived to talk about it. If this isn't the time to drink, when is?",19
827,ep_4,DAVOS," The last time I saw her, I told her I'd kill her if I ever saw her again.",18
828,ep_4,TYRION, I'm sure you had your reasons.,6
829,ep_4,DAVOS, I did. I do.,4
830,ep_4,TYRION, So did you?,3
831,ep_4,DAVOS," Never got the chance. She did it to herself. Or her god did it to her. Lord of Light. We play his game for him, we fight his war and win, and then he fucks off. No signs, no blessings. Who knows what he wants?",45
832,ep_4,TYRION, I don't imagine thinking about that subject will leave you any happier than before.,14
833,ep_4,DAVOS, And what if I'm not trying to be happy?,9
834,ep_4,TYRION," Then you're in luck. We may have defeated them, but we still have us to contend with.",17
835,ep_4,DAVOS, Thank you. I feel much better.,6
836,ep_4,MAN, More ale!,2
837,ep_4,TYRION, This is clever. Even better than the saddle I designed for you.,12
838,ep_4,BRAN, It's the same as the one Daeron Targaryen built for his crippled nephew 120 years ago. I liked that one.,20
839,ep_4,TYRION, You know our history better than anyone. That will be useful as Lord of Winterfell.,15
840,ep_4,BRAN, I'm not Lord of Winterfell.,5
841,ep_4,TYRION, You're the only surviving trueborn son of Ned Stark.,9
842,ep_4,TYRION, You don't want it.,4
843,ep_4,BRAN, I don't really want anymore.,5
844,ep_4,TYRION, I envy you.,3
845,ep_4,BRAN, You shouldn't envy me. Mostly I live in the past.,10
846,ep_4,TORMUND, All of it.,3
847,ep_4,MAN, Go on.,2
848,ep_4,JON," No, not in one go.",5
849,ep_4,SANSA, Go on. I believe in you.,6
850,ep_4,TORMUND, We have to celebrate our victory.,6
851,ep_4,JON, Vomiting is not celebrating.,4
852,ep_4,TORMUND," Yes, it is.",3
853,ep_4,TORMUND, Ah! To the Dragon Queen!,5
854,ep_4,DAENERYS," To Arya Stark, the hero of Winterfell!",7
855,ep_4,ALL, Rah! Rah! Rah! Rah!,4
856,ep_4,WOMAN, Drink!,1
857,ep_4,TORMUND, I'm fine!,2
858,ep_4,TYRION, (drunkenly) Your turn.,3
859,ep_4,JAIME, (to BRIENNE) Um You are an only child.,8
860,ep_4,BRIENNE, I told you I was.,5
861,ep_4,JAIME, You didn't.,2
862,ep_4,BRIENNE, I did.,2
863,ep_4,JAIME, I surmised it.,3
864,ep_4,TYRION, Drink.,1
865,ep_4,TYRION, Go again.,2
866,ep_4,BRIENNE, Why does he get to go again?,7
867,ep_4,TYRION, Because it's my game.,4
868,ep_4,JAIME, You have danced with Renly Baratheon.,6
869,ep_4,PODRICK, (to Brienne) No.,3
870,ep_4,TYRION, Drink.,1
871,ep_4,MAN, The other way around!,4
872,ep_4,TORMUND, I saw him riding that thing.,6
873,ep_4,DAVOS, We all did.,3
874,ep_4,TORMUND, No. No. I saw him riding that thing.,8
875,ep_4,DAVOS," That's right, you did.",4
876,ep_4,TORMUND, I did. That's why we all agreed to follow him. That's the kind of man he is.,17
877,ep_4,TORMUND, (laughing) He's little but he's strong. Strong enough to befriend an enemy and get murdered for it!,17
878,ep_4,TORMUND," Most people get bloody murdered, they stay that way.",9
879,ep_4,TORMUND, Not this one.,3
880,ep_4,JON," Yeah, I didn't have much say in that.",8
881,ep_4,TORMUND," Ah! He comes back and keeps fighting. Here, north of the Wall, and then back here again. He keeps fighting. He keeps fighting.",23
882,ep_4,TORMUND, He climbed on a fucking dragon and fought. What kind of person climbs on a fucking dragon? A madman or a king!,22
883,ep_4,TYRION, Drink.,1
884,ep_4,JAIME, Drink.,1
885,ep_4,PODRICK, Drink.,1
